table_name,last_updated,paused,state,sync_status
company_save_edit_paychex_pre_check_settings,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
benefits_administration_left_navigation_benefits_administration,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
combo_events_top_events_accountant,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_left_navigation_retirement_services,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
workers_compensation_save_create_certificate,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
user_go_to_finfit_marketing_site,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
time_attendance_open_punch_history,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_submit_calculate_contribution,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
workers_compensation_view_active_policy_details,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
help_navigate_take_me_there_link_bulldozer,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_back_to_rollover_withdrawal_history_2,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
start_state_tax_worker_onboarding_task,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
time_attendance_open_time_off_summary_drawer,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_navigate_rollover_withdrawal_tab_2,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
time_attendance_edit_punch_tile_note,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
time_attendance_open_time_off_balance_options,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_navigate_rollover_withdrawal_details,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
help_email_assigned_specialist_bulldozer,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
help_learn_more_employee_registration,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
combo_events_up_vote_help_article,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
user_launch_finfit,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_view_ror_previous_month,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
documents_apply_signature,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
help_view_contextual_topic_bulldozer,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_open_estimate_payment_drawer,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
payroll_open_more_options,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
human_resources_go_to_bridge_app,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_save_add_rollover_withdrawal_bank_account,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
check_stubs_go_to_payactiv,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
dashboard_navigate_task_category,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
help_view_quick_start_learning_b_,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
user_click_any_my_perks_nocorestream,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
company_start_edit_paychex_pre_check_settings,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
workers_compensation_cancel_create_certificate,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_navigate_rollover_withdrawal_history,"July 31, 2025, 9:15 AM",true,disabled,not_syncing_yet
